player_id,first_name,last_name,position,team_id,game_id,league,toi,time_on_ice,goals,assists,points,shots,hits,blocked_shots,penalty_minutes,plus_minus,faceoff_attempts,faceoff_wins,faceoff_losses,faceoff_pct,starting
162,Madison,Bizal,D,3,6,pwhl,04:43:00,4.7,0,0,0,0,0,0,0,0,0,0,0,NA,0
32,Laura,Stacey,F,3,6,pwhl,21:41:00,21.7,0,0,0,1,0,0,0,-1,0,0,0,NA,1
156,Gabrielle,David,F,3,6,pwhl,09:51:00,9.8,0,0,0,0,0,0,2,-1,5,3,2,0.6,0
84,Kati,Tabin,D,3,6,pwhl,22:21:00,22.4,0,0,0,2,0,0,0,-2,0,0,0,NA,1
164,Brigitte,Laganière,D,3,6,pwhl,15:33:00,15.6,0,0,0,1,0,0,0,-1,0,0,0,NA,0
159,Leah,Lum,F,3,6,pwhl,04:39:00,4.7,0,0,0,0,0,0,2,-1,0,0,0,NA,0
27,Jillian,Dempsey,F,3,6,pwhl,10:41:00,10.7,0,0,0,0,0,0,0,-1,2,2,0,1,0
98,Maureen,Murphy,F,3,6,pwhl,14:42:00,14.7,0,0,0,3,0,0,0,-1,0,0,0,NA,0
158,Sarah,Lefort,F,3,6,pwhl,10:01:00,10,0,0,0,3,0,0,2,-1,0,0,0,NA,0
161,Tereza,Vanišová,F,3,6,pwhl,18:41:00,18.7,0,0,0,3,0,0,0,0,0,0,0,NA,1
29,Kennedy,Marchment,F,3,6,pwhl,04:32:00,4.5,0,0,0,0,0,0,0,0,0,0,0,NA,0
83,Erin,Ambrose,D,3,6,pwhl,23:40:00,23.7,0,0,0,3,0,0,0,-1,0,0,0,NA,1
81,Sarah,Bujold,F,3,6,pwhl,16:48:00,16.8,0,0,0,2,0,0,0,-1,3,1,2,0.3333333333333333,0
31,Marie-Philip,Poulin,F,3,6,pwhl,22:02:00,22,0,0,0,1,0,0,0,0,23,15,8,0.6521739130434783,1
26,Claire,Dalton,F,3,6,pwhl,12:27:00,12.4,0,0,0,2,0,0,0,0,0,0,0,NA,0
30,Kristin,O'Neill,F,3,6,pwhl,18:14:00,18.2,0,0,0,2,0,0,2,-1,20,8,12,0.4,0
82,Dominika,Lásková,D,3,6,pwhl,13:48:00,13.8,0,0,0,1,0,0,0,-1,0,0,0,NA,0
46,Olivia,Zafuto,D,4,9,pwhl,11:32:00,11.5,0,0,0,1,0,0,0,0,0,0,0,NA,0
150,Taylor,Baker,D,4,9,pwhl,13:10:00,13.2,0,0,0,0,0,0,2,0,0,0,0,NA,0
38,Brooke,Hobson,D,4,9,pwhl,16:08:00,16.1,0,0,0,3,0,0,0,-2,0,0,0,NA,0
36,Jessie,Eldridge,F,4,9,pwhl,18:28:00,18.5,1,1,2,6,0,0,0,-1,0,0,0,NA,1
45,Kayla,Vespa,F,4,9,pwhl,06:48:00,6.8,0,0,0,3,0,0,0,0,0,0,0,NA,0
42,Abby,Roque,F,4,9,pwhl,17:03:00,17,0,1,1,0,0,0,2,-3,15,7,8,0.4666666666666667,0
33,Chloe,Aurard,F,4,9,pwhl,07:16:00,7.3,0,0,0,2,0,0,0,-1,0,0,0,NA,0
39,Alexandra,Labelle,F,4,9,pwhl,11:38:00,11.6,0,0,0,0,0,0,0,0,6,3,3,0.5,0
87,Jaime,Bourbonnais,D,4,9,pwhl,21:54:00,21.9,0,0,0,1,0,0,0,-1,0,0,0,NA,1
44,Ella,Shelton,D,4,9,pwhl,24:45:00,24.8,1,1,2,4,0,0,0,-1,0,0,0,NA,1
37,Elizabeth,Giguère,F,4,9,pwhl,07:48:00,7.8,0,0,0,3,0,0,0,-1,0,0,0,NA,0
40,Paetyn,Levis,F,4,9,pwhl,12:12:00,12.2,0,1,1,1,0,0,0,1,0,0,0,NA,1
148,Madison,Packer,F,4,9,pwhl,01:08:00,1.1,0,0,0,2,0,0,0,0,0,0,0,NA,0
34,Alex,Carpenter,F,4,9,pwhl,19:23:00,19.4,0,0,0,2,0,0,0,-1,24,19,5,0.7916666666666666,1
35,Jade,Downie-Landry,F,4,9,pwhl,11:08:00,11.1,0,0,0,1,0,0,0,-1,13,8,5,0.6153846153846154,0
149,Jill,Saulnier,F,4,9,pwhl,07:44:00,7.7,0,0,0,0,0,0,2,0,0,0,0,NA,0
152,Johanna,Fällman,D,4,9,pwhl,14:22:00,14.4,0,0,0,0,0,0,0,-2,0,0,0,NA,0
86,Emma,Woods,F,4,9,pwhl,15:56:00,15.9,0,0,0,2,0,0,2,-3,2,0,2,0,0
147,Savannah,Norcross,F,4,9,pwhl,14:00:00,14,0,0,0,1,0,0,0,0,1,1,0,1,0
99,Mariah,Keopple,D,3,9,pwhl,28:02:00,28,0,0,0,0,0,0,0,0,0,0,0,NA,0
163,Catherine,Daoust,D,3,9,pwhl,10:08:00,10.1,0,0,0,1,0,0,2,-1,0,0,0,NA,0
162,Madison,Bizal,D,3,9,pwhl,08:08:00,8.1,0,0,0,0,0,0,0,0,0,0,0,NA,0
156,Gabrielle,David,F,3,9,pwhl,09:53:00,9.9,0,1,1,1,0,0,0,1,0,0,0,NA,0
84,Kati,Tabin,D,3,9,pwhl,17:24:00,17.4,0,0,0,0,0,0,2,3,0,0,0,NA,1
164,Brigitte,Laganière,D,3,9,pwhl,08:05:00,8.1,0,0,0,1,0,0,0,-1,0,0,0,NA,0
159,Leah,Lum,F,3,9,pwhl,10:29:00,10.5,0,0,0,1,0,0,0,1,0,0,0,NA,0
27,Jillian,Dempsey,F,3,9,pwhl,09:52:00,9.9,0,0,0,1,0,0,0,0,14,5,9,0.35714285714285715,0
98,Maureen,Murphy,F,3,9,pwhl,15:02:00,15,0,2,2,5,0,0,2,1,0,0,0,NA,1
158,Sarah,Lefort,F,3,9,pwhl,11:57:00,11.9,0,1,1,3,0,0,0,1,0,0,0,NA,0
